tweets,target
"""Eastern state of Gujarat""
 
 How did nobody involved in the production of this video catch an error like this before publication? You expect us to take you seriously????",0
"â€œLikely to be democratic, free and fair.â€
 
 Oh the meltdown",1
"Would Mr Lamba please explain GDP per capita based upon PPP? How much worth goods/services can you buy in India vs USA for USD 2,500/-? An ""Economist"" should know the reason why GDP per capita is used. However, this Economist feels that toilets and water is a non-issue. Laughable to say the least.",0
Foreign media and their obsession with Modi,0
When The Media knows Mr Modi will elect again their tone is also changed.,1
"Modi is going to be prime minister of India again and it will hurt badly to so called western democracies.
 
 India and Indians always standing with our prime minister.",0
Small Correction: Gujarat is the western most state of India and not an eastern state.,1
"Indian per capita doubled in the last 10 years!! Yes, we are still very low compared to developed countries but don't show selective data!",1
India has a free and fair Judiciary. So if someone is falsely accused they can always get justice from the courts.,1
"They are crying, it hurts.",0
"not important for them
 but we know what our people need",0
"Only if they see any benefit from India. And in this case, they would admire anyone who is PM of India. BTW Gandhi, BR Ambedkar are early admired in Europe",1
"If it is so, it will hurt Indian democracy more so than the western democracies. Indians support to stand for India not for a single overhyped person",1
"Â @onearrow3147Â Only evil people need to be afraid of Modiji and his govt, if you are a good person, you have no reason to fear, but if you are evil and corrupt, please leave the country as soon as possible, because, punishment. day is coming for all those evil and corrupt.",0
"Â @732anoopÂ Yes, as our economy grows, our per capita will increase. India has to work really hard! But if you are talking about last 10 years governance and telling that India moved from being 10th largest economy to 5th largest economy but GDP per capita is still low then it's important to say that gbp per capita is doubled in last 10 years but still very low compared to other countries!",0
â€‹Â @732anoopÂ GDP growth means per capita growth. It would have been close to 3000 if Covid didn't happen.. numbers can't increase magically.,1
"Yes. India's per capita GDP NEARLY doubled in the last 10 years. It is also to notice that India's per capita GDP saw 2.5x growth during 2004-2014. So, in terms of growth NDA didn't do better than UPA.",1
God Bless Him! Rare selfless hardworking great human whom God sends once in a while for everybody!,1
India will become most powerful country in the world after 20 years,1
"""...eastern state of Gujarat...""....I wonder who was high amongst the DW team?",1
"Love this comment section, Thanks to DW for giving us an opportunity to position ourselves behind Modi Ji",1
I belong to micro minority of upper Assam and I always feel safe under Modi government.,1
You failed to mention â€œclearlyâ€ as to why the Rama Temple came up where it did.,0
"I'm surprised there is no news about New Caledonia, people's want to know what going on this island. because they are not European?",1
Germans or one can say European & Western Camps.. are confused how come Indians have become united and thinking for there Nation first then other things.. this is new Bharat and it knows what is best for it..:face-blue-smiling ::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,1
"Many fail to understand that the phenomenon of Modi took 3 to 4 decades in the making. He didn't happen overnight. Nothing in his story is an accident or luck but rather sheer persistence, focus and hard work. 
 
 Just talk to any RSS karyakartas with whom he worked with and they'll tell you what he is capable of.",0
"Wow, how can we question a man who worked at such ground level.",1
"Ram Temple has been reinstated to its original place, not on Mosque site.",1
"You need to believe in REBIRTH philosophy of Vaidik Dharma, because to understand BHARAT you need more than one human life!",1
"Likely to be fair. Biggest shame is that voice for this channel is also sound Indian. 
 
 European colonizers lecturing India and doubting its election fairness.",1
"India is poor and that is the story by DW. Why is DW also covering these elections? Why fret for a poor country. They can be happy covering the rich world. Why waste your resources? Stop dissing India for being poor. We will improve and improve fast. I have absolutely no empathy for doomsayers. And if the DW and western media can't understand India, they should at least stop pontificating, India will arrive where it has set out to arrive.",0
How powerful will u be?,1
Curb your inferiority. It was far from balanced/neutral. It was not nuanced at all. It kept referring to perception of some supposed ‘experts’ who weren’t so. DW doesn't need to do coverage on India. Nobody would call them Eurocentric. When was the last time an Indian public broadcast service said half assed ideas about Germany from an Indian viewpoint. Did the Germans complain that Indian news is Indocentric or ‘patronizing’?,0
â€‹Â @robus152Â his father left him when he was still in his mothers womb so he is confused so leave him be..,0
"wait did u even watch the report? where was the ""doomsaying"" i wonder. I think it was quite nuanced and gave me a good summary about the current state of Indian politics. Don t think us germans for example hate nationalism in other countries but we have our bad history with it and will always see it in a more conflicted way than anywhere else.",0
â€‹Â @difficiliscarere9838Â he was talking about their whole coverage of Indian elections,1
Good. Poor can still be clean.,1
Â @difficiliscarere9838Â but you don't have guts to stand up against the people who destroyed nord sea pipeline causing huge financial loss to your country and much discomfort to its citizens. No self-respect.,1
